날짜,리뷰
2020.12.22,칼하트 가방 처음 메보는데 좋은거같아요. 어깨끈이 생긴게 맘에 들어서 샀는데 앞으로 메도 목부분 답답한것도 없고 좋네요. 가방이 뻣뻣해서 물건 무겁게 안넣어도 모양 유지 잘 돼요.
2020.12.04,좀 작은거 빼곤 좋네요. 그래도 예쁜 제품 사서 기분이 좋아요!! 스타일 하기도 좋은거 같아요! 무난해서!
2020.11.26,초등학생때도 안써본 얇은 가방인데 대학생이라 나름 간쥐있게 사용중입니다
2020.10.29,여자친구가 부탁해서 사줬는데 귀여워서 이쁘네요
2020.10.15,생각보다는 작은데 귀여워요 ㅎㅎ 책한권정도 들어가요!!
2020.10.09,동생이 넉넉한수납공간이 필요한가방가지고싶었다는데 이거 구매했오오 이쁘고 좋데요
2020.08.19,"심플하고 멋지네요

종류가 여러개라서 고민했는데

가격과 수납공간이 적당해서 이 제품으로

구매하였읍니다^_^**"
2020.07.02,"수납 공간이 엄청 많지는 않지만
가방 없는것보단 나아용
맘에듬쓰 무넌 무난 ㅎㅎ"
2022.03.31,이쁩니다 그리고 마감도 좋아요 가격에 비해서 가성비 좋아요
2022.03.25,"학교 다닐때 쓰려고 샀어요
깔끔하고 이리이리이리뻐요"
2022.03.04,이뻐요 칼하트 감성 짱 좋아요 무겁지도 않고 가벼운게 좋은 거 같아요
2022.02.28,너무 작지도 너무 크지도 않은 제가 딱 원했던 크기의 백팩이에요
2022.02.27,디자인 괜찮고 가볍고 노트북 16인치 들어가요
2022.02.13,수납공간 적당하고 가벼워서 갖고 다니기 편할거 같아요.
2022.01.25,"떡 원하던거에요 수납공간도 안작고 좋아요
잘쓸거같아요"
2021.12.06,"대학생들이 들고 다니기 딱 좋은 스타일과 크기 같아요
패드와 노트북 넣는 칸도 따로 있어서 수납 시 좋습니다
블프때 쟁여두길 잘한거 같아요!!"
2021.11.26,편하게 가지고 다닐수있어요. 책가방으로 들기에도 좋아요
2021.09.23,학교 가방으로 무난하게 들고다니기 좋고 생각보다 수납하기 좋아요 그냥 검정이라 모든 면에서 무난하게 들고 다니기 좋아요
2021.09.12,사리즈도 괜찮고 무난하게 들고 다니기에 좋습니다!!
2021.09.04,무난하게 잘 사용할 수 있을거 같아요 맘에들어요 근데 수납공간이 적당한거 같으면서도 좀 부족한 느낌이랄까요..? 대학생이나 학생분들이 사용하시면 좋을거 같아요
2021.08.18,예쁨 근데 수납공간이 널널하진 않아요 두꺼운 책 3권정도 들어가면 꽉 차는 느낌 그래도 기본템이라 평소에 무난하게 들고 다니기 조음
2021.08.04,"대학생이 잘 매고 다닐 무난한 가방이예여
근ㄷ 막 튼튼하단 느낌은 안드네요"
2021.07.28,편하고 예뻐요! 딱 대학생 가방으로 제격입니다. 14인치 노트북 까진 무난하게 들어가요 책 두꺼운 거 기준 5권 까지도 가능해요.
2021.07.20,믿고 사는 칼하트 가방입니다. 색감좋고 수납공간 적당히 있어서 좋네요
2021.06.16,사이즈두넉넉하구 디자인도 너무깔끔허이 이뻐여
2021.04.22,귀엽고 예쁘고 데일리로 쓰기 아주아주 좋습니다~~~
2021.04.07,검정 백팩으로 좋아요 사이즈가 작다고 해서 살짝 걱정했는데 생각보다 넉넉하고 노트북이랑 책 넣고 다니기에 좋아요
2021.03.01,생일 선물로 구매했는데 정말 색감과 디자인 맘에 듭니다~^^
2021.02.28,수납은 별로 없는데 가볍고 그냥 매고 다니기 좋음
2021.02.26,크기가 적당해서 학원가방으로 잘 쓰고 있어요 잘산것같아요
2021.02.23,"지퍼가 생각보다 많이 퍽퍽함
가방이 생각보다 깊음"
2021.02.20,브라운 사서 오래 매다가 블랙 하나삿어요~~역시 너무 예쁩니당ㅎㅎ
2021.02.19,가방이 좀 납작한것만 빼면 심플하고 귀엽네요 이뻐요
2021.02.18,색상이 진하고 생각보다 작지도 크지도 않네요 딱 적당합니다
2021.02.17,후기에서 크기가 별로 안크다고해서 그거 감안하고 주문했는데 크기는 적당하니 좋아요. 그리고 안쪽에 수납 공간도 잘 되어있어서 잘 쓸거 같습니다.
2021.02.16,생각보다 이쁘고 깔끔해서 좋아요. 작다고 생각했는데 가방끈 늘려보니 적당했어요.
2021.02.15,색깔도 마음에 들고 수납공간도 넉넉해서 좋은 것 같아요
2021.02.13,"아주 만족합니다. 기본 스타일을 좋아합니다.
적극 추천합니다."
2022.03.31,마감이 꼼꼼하고 좋습니다 완전 편하게 쓸듯해요
2022.03.20,"수납 안 쪽에 하나 인줄 알고 살짝 실망했는데
귀엽게 하나 더 숨어있네요 ㅋㅋ
디자인은 말할 거 없구요 만족합니다"
2022.03.10,동생 사줬는데 맘에 들어 하네요 깔끔하고 그렇게 크지도 않아서 딱 좋아요~
2022.03.08,조금 작은 가방이 필요해서 주문했어요. 무난합니다
2022.03.06,착용감 너무 좋고요 작을까봐 걱정했는데 작은 느낌 안듭니다 만족해요!
2022.03.04,백팩 필요해서 샀는데 무난무난 적당해요 별로 안 무거워요
2022.02.28,진짜 예뻐요 가성비로 잘 쓸수 있을거 같아요 꼭 사세여
2022.02.27,디자인 괜찮고 가볍고 노트북 16인치 들어가요
2022.02.24,크지도 않고 작지도 않은 완전 평범한데 예쁜 가방
2022.02.17,확실히 칼하트라서 이쁘네요 잘 쓰고 있습니다잇
2022.02.13,수납공간 적당하고 로고도 작고 예쁘니 괜찮네요.
2022.02.11,확실히 수납 공간이 다른 백팩에 비해 적네요 ㅎ 하지만 예뻐요
2022.02.09,질만 들면 너무 후줄근하게 이쁠 것 같아요 역시 칼핱
2022.02.08,"가볍고
편해요
군더더기없이깔끔하고
사용하기편하게되어있어요"
2022.02.07,가방 깔끔하고 예뻐요 생각보다 많이 안 들어갈 거 같긴 하지만 이정도면 대학생 가방으로 적당하다 생각합니당
2022.02.03,크기 적당하고 편하게 들고 다닐 수 있어서 좋아요
2022.01.27,그냥 무난하게 매고 다닐 수 있는 가방 같네요 좋습니다
2022.01.25,가방 큰거 쓰다 이거 쓰니까 좀 작은검이 없지않아 있긴한데 수납공가은 넉넉하고 좋아요
2022.01.02,오래 쓰던 가방이 낡아져 새로 주문했는데 인기 있는 이유가 있네요. 아주 크지도 않고 딱 좋습니다.
2021.12.22,가장 기본적이고 클래식한 디자인이고 데일리하게 잘 매고다녀요
2021.11.30,화면이랑 똑같고 아주아주 만족합니다 감사합니다
2021.11.28,진짜 흔하지 않아용 또 칼하트만의 브라운색도 진짜 이뻐요ㅜㅜ잘 들고 다닐게용
2021.11.15,가방 없어서 이뻐서 샀는데 후회안하고 너무이쁘네요
2021.11.09,완전 마음에 들어요 앞주머니 지퍼가 1개인게 조금 불편하긴해요ㅎㅎ
2021.10.17,생각했던 것 보다 작지만 수납공간은 적당하고 다른부분도 좋습니다
2021.10.02,"휴대하기 좋습니다
가방이 무겁지 않고 너무 좋네요"
2021.09.15,수납공간 넉넉해서 좋아요 ! 디자인도 예뻐서 좋아요 !
2021.09.12,가방 사이즈 적당하고 무난한 디자인이라서 들고 다니는데 부담 없고 좋습니다!
2021.09.01,사이즈가 약간 작지만 스타일용은 좋아요 가방도 편힌게 잘 만든듯
2021.09.01,"노트북 넣을 수 있는 공간도 있어 좋구요
사이즈 딱 적당하고 좋아요"
2021.08.31,상품 좋습니다. 일할때 입고있는데 크지도 않고 여름에 잘 입었습니다.
2021.08.30,수납 공간조 넉넉하고 무개도 가볍고 생각보다 괜찮다고 생각ㅎㅐ요
2021.08.29,"디자인도 색도 다 만족하는데,
고등학생이 들고다니기엔 좀 작아요.
그래도 줄여서 잘 사용하고 있습니다."
2021.08.17,수납공간 전공책 한 2~3개 정도 넣으면 꽉차는 느낌 가방끈 좀 늘려야 됨 안늘리면 거북이같음 ㅋㅋ
2021.08.05,기대한 것만큼 크진 않지만 그래도 꽤 많이 들어갑니다!!
2021.08.05,무난하게 괜찮아요 ~ 남친 선물로 사줘ㅆ어요!! 남자친구도 좋아했어요 20대초에요
2021.07.23,"생각이상으로 배송도 빨리오고, 수납공간도 많고,
안에 짐 넣었을 처지는 느낌도 없어서 좋아요"
2021.07.17,대학생 백팩으로 제격이에요 남자분들은 좀 작을 듯 여자 사이즈로 딱이에요 노트북 14인치까진 잘 들어갑니당
2021.07.14,남자가 들기엔 좀 작은 거 같아요 여자가 매면 사이즈 딱 맞아요 크지도 않고 수납 공간이 많은 편은 아니에요
2021.07.10,생각보다 수납공간이 크진 않더라구요.그래도 평상시 책 넣고 다니는 정도는 되는 것 같아 만족합니다
2021.07.04,그냥 편하게 들고 다니기 좋아요 딱 붙는게 마음에 들어요
2021.06.23,"음 생각한 것보다는 작았어요..
제가 넘 퉁퉁했던 탓인가 ㅎㅎ"
2021.06.23,선물용으로 샀는데 완전 마음에 들어합니다 추천이오
2021.06.22,디자인이랑 크기나 다 정말 딱 예쁘고 가볍게 들고 다니기 좋고 수납도 만족스러워요
2021.06.18,백팩이 좀 작았어요ㅠㅠ 하지만 마음에 들고 점점 쓰면서 이뻐용 ㅎ
2021.06.16,사이즈두 넉넉하구 디자인도 너무깔끔허이 이뻐요
2021.06.14,키가 작아서 맞는 가방 찾기가 어려웠는데 사이즈가 크지 않아서 좋았어요 잘 사용 중입니다
2021.06.10,여자친구 주니깐 좋아해요 공간도 충분하고 좋습니다
2021.06.07,학식충 가방으로 딱 좋습니다 적당하고 굿이에용
2021.05.28,가방이 작아보이지만 은근 들어갈건 다들어가네요
2021.05.25,대학생인데 노트북 전공책 잘 들어가고 키가 작은편인데 너무 크지 않고 적당히 잘 맞아서 좋아요!
2021.05.16,평상시에 물건 들고 다니기 불편해서 사봤는데 작고 긔여워요
2021.05.10,좋은데 애들 다 들어요 좀 신나죠 신나게 들고 다니면 신날거 같아요
2021.04.27,수납공간도 꽤 많고 디자인도 정말 마음에 드는 가방입니다
2021.04.23,잘 메고 다니고 있어요 수납공간도 많이 있고 무엇보다 예쁘네요 굳
2021.04.19,수납공간 적당하고 15인치 노트북 파우치 끼고 딱맞게 들어가는 정도의 크기에요
2021.04.12,대학생인데 전공책 두꺼운거랑 노트북 패드 필통 다 들어갈 만큼 넉넉하고 튼튼합니다
2021.04.09,작다는 평이 많아서 걱정했는데 165/50중반 상하의 다 M입는 여자인데 하나도 안작아요.... 엄청 큰건 아닌데 딱 적당해요!!! 수납공간도 적당하고 축축 쳐지지 않아서 넘 좋아요.!!! 다만 가방 자체가 무게가 좀 있어서 책을 좀만 넣어도 무겁긴해용
2021.04.04,생각보다 가방이 작긴 한데 수납도 잘되어있어서 좋아요
2021.03.31,"많이 돌어가요,
가지거 다니기도 편아고
잘쓰겠습니다"
2021.03.23,선물로 사줬는데 마음에 들어하네요 ㅎㅎ역시 칼하트짱
2021.03.22,동생선물로 구매했어요 쓸만ㅎㅏ다네요 기뻐요 헤헤
2021.03.20,대학생 느낌 팍팍나요! 너무 색감도 좋고 저장 공간도 넓어서 좋아요! 잘쓰겠습니다!
2021.03.20,너무 이쁘고 좋은데 사진 보단 작은거같아요! 그래도 이뻐요
2021.03.14,수납공간이 작아서 아쉽네요ㅠㅠ작을줄몰랏어요ㅠㅠ 잘쓸게요
2021.03.06,가방이 튼튼하고 좋아요 배송 빠르고 대학생가방으로 좋음
2021.02.25,수납 공간은 엄청 많이 있지는 않음 생각보다 작고 그냥 편하게 맬 수 있는듯
2021.02.24,"고등학생이 쓰기엔 가방이 좀 작아요.
넣을거 많은분들은 다른걸로 ㅎ"
2021.02.24,사이즈가 작다는 말을 들어서 사면서도 걱정했는데 샀는데 키가 작아서 그런지 가방 크기 적당하구 넘 좋아요 ㅎㅎ
2021.02.23,생각보다 조금 작지만 아주 예뻐요 오래쓰겠습니다!!ㅋㅋ
2022.04.02,"고등학생 가방으로 쭈아요
많이 들어가고 가벼움
한 가지 단점이 있다면
학교에서 똑같은 가방 맨 사람 500명 만날 수 있음"
2022.03.28,사이즈가 넉넉한 가방 찾고 있었는데 정말 딱 맞는 가방입니다! 덤으로 색상도 예쁨~!
2022.03.26,이게 칼하트? 미군 후원 브랜드 근본 브랜드 carhart good so good
2022.03.26,예 나무이어요 엄청멋져요 되게 스타일리쉬해유
2022.03.22,"가방에 많이 들어가서 좋아요
대학원생인제 좋은 가방 샀습니다"
2022.03.17,칼하트만의 무드 너무 맘에 듭니다 클론템 아니라서 좋음
2022.03.15,"남자 85kg 착용시 맘ㅎ이 커보이지 않아요
끈을 최대한 늘려야 해요
앞 주머니 두개는 속에 넉넉하지 않아요
가방끈 튼튼하고 모양은 잘잡혀요"
2022.03.15,그냥 완전 이뻐요 가격부터 디자인 수납공간 완전짱!
2022.03.05,"가방을 보는것보다 착용하면 더 예뻐요
수납공간 적당하고 바닥 가죽부분이 튼튼하고 너무 가벼워서 좋습니다.
스타일도 무난해서 아무옷에나 소화가능합니다."
2022.03.05,무난 무난 기본 기본 고즈넉 고즈넉 무채색 무채색 짱 짱
2022.03.04,넉넉하지 않을까봐 걱정했는데 생각보다 되게 넓고 괜찮네요!
2022.03.02,여자 고딩에게 크기도 딱이고 디자인도 심플. 로고도 간단하여 예뻐요
2022.03.02,그냥 딱 깔끔하고 예뻐요 학교 갈때 들고 다닙니당
2022.03.02,생각한 것보다 약간 작은데 노트북 16인치까지 무난하게 잘 들어가는 것 같아요. 이쁘게 잘 쓰겠습니다
2022.03.02,고등학교 첫 등교 칼하트메고 고고 우리 딸램 가방으로 선택했어요 크지도 작지도 딱 정당히 아주 맘에 들어합니다 수납공간이 살짝 작은듯 하지만 또 들어갈건 다 들어간다는 세일할때 착한 가격으로 미리주문 오늘 새로운 마음 다잡고 첫발을 내딛었으니 앞으로 화이팅하는 맘으로 3년동안 잘 써보고 다른 가방으로 또 주문하고 싶네요
2022.02.28,백팩 이쁜거 찾다가 칼하트가 눈에 들어와서 샀는데 심플하게 이뻐요
2022.02.27,깔끔해요! 칼하트 제품답게 튼튼해서 (제가 질리지만 않는다면) 오래 쓸 것 같아요. 가방 사이즈가 예상이 안 가서 투박하게 클까봐 걱정했는데 사진에 보이다시피 적당합니다^.^ 전반적으로 만족스러운 구매였어요!
2022.02.24,가방이 너무 귀엽고 예쁜 것 같아요 칼하트 화이팅
2022.02.12,백팩치고 크지않아서 가볍게 들고다니디 좋아요
2022.02.10,책가방으로 쓰고있는데 깔끔한게 너무 예쁘고 내용물도 많이 들어가서 좋아용
2022.02.09,딸아이가 졸업/입학 선물했는대 좋아하고 만족하내요.
2022.02.05,가방이 디자인이랑 품질도 괜찮고 보기보다 안에도 넓어서 좋아요!
2022.02.03,수납 공간도 넉넉하고 밑부분도 코팅되어 있어서 잘 사용 할 수 있을 것 같아요
2022.01.29,"수납공간도 넉넉하고 가방도 진짜 튼튼해요!
크기도 적당해요"
2022.01.27,예쁘고 가벼워요! 짧은 여행용으로 샀는데 수납공간도 넉넉해서 좋아요
2021.12.26,"가방 잘 산것같아요 내용물도 많이 들어갈것 같고
캐주얼한 코디와 잘 어울릴것 같습니다"
2021.12.22,"가방이 이쁘긴한데 좀더컸으면좋겠어요.
역시 칼마틀라서 이뻐용"
2021.12.13,너무너무 잘 쓰고 있습니다 칼하트라 믿고 쓰고 넉넉하게 공간이 있는데 매보면 무섭지 않아요 ㅎㅎ
